anio_lectivo,amie,nombre_institucion,provincia,cod_provincia,canton,cod_canton,nivel_educacion,sostenimiento,total_estudiantes
2023-2024 Inicio,17H02788,ALEXANDER HAMILTON,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,8
2023-2024 Inicio,17H00055,ALEXANDER WANDEMBERG INTERNATIONAL,PICHINCHA,17,QUITO,1701,Educación General Básica y Bachillerato,Particular,1
2023-2024 Inicio,17H00186,ALFONSO DEL HIERRO LA SALLE,PICHINCHA,17,QUITO,1701,Educación General Básica y Bachillerato,Particular,85
2023-2024 Inicio,17H00018,ALFONSO LASO BERMEO,PICHINCHA,17,QUITO,1701,Educación General Básica y Bachillerato,Fiscal,98
2023-2024 Inicio,17H01639,ALFREDO CISNEROS,PICHINCHA,17,QUITO,1701,Educación General Básica y Bachillerato,Fiscal,120
2023-2024 Inicio,17H02275,ALOAG,PICHINCHA,17,MEJIA,1703,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,129
2023-2024 Inicio,17H02280,ALOASI,PICHINCHA,17,MEJIA,1703,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,231
2023-2024 Inicio,22B00075,AMAWTA SAMAY,ORELLANA,22,ORELLANA,2201,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,11
2023-2024 Inicio,17H00931,AMAZONAS,PICHINCHA,17,QUITO,1701,Educación General Básica y Bachillerato,Fiscal,424
2023-2024 Inicio,21H00377,AMAZONAS,SUCUMBIOS,21,GONZALO PIZARRO,2102,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,58
2023-2024 Inicio,22H00150,AMAZONAS,ORELLANA,22,ORELLANA,2201,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,215
2023-2024 Inicio,17H02947,AMERICAN BASIC,PICHINCHA,17,RUMIÑAHUI,1705,"Educación Inicial, Educación General Básica y Bachillerato",Particular,10
2023-2024 Inicio,13H05394,ANCHUNDIA ANDRADE GÉNESIS,MANABI,13,PORTOVIEJO,1301,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,41
2023-2024 Inicio,16H00028,ANDOAS,PASTAZA,16,PASTAZA,1601,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,68
2023-2024 Inicio,13H00131,ANDRES DE VERA,MANABI,13,PORTOVIEJO,1301,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,112
2023-2024 Inicio,17H00559,ANDRES F CORDOVA,PICHINCHA,17,QUITO,1701,Educación General Básica y Bachillerato,Fiscal,215
2023-2024 Inicio,06B00185,ANGEL ERMINIO SILVA OLIVO,CHIMBORAZO,6,ALAUSI,602,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,14
2023-2024 Inicio,17H00553,ANGEL MODESTO PAREDES,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,63
2023-2024 Inicio,17H01944,ANTISANA,PICHINCHA,17,QUITO,1701,Educación General Básica y Bachillerato,Fiscal,43
2023-2024 Inicio,18H00593,ANTONIO CARRILLO MOSCOSO,TUNGURAHUA,18,SANTIAGO DE PILLARO,1808,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,52
2023-2024 Inicio,17H01570,ANTONIO FLORES,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,50
2023-2024 Inicio,13H05380,ANTONIO JOSÉ DE SUCRE CEDEÑO CORTEZ,MANABI,13,24 DE MAYO,1316,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,25
2023-2024 Inicio,13H00157,ANTONIO MENENDEZ DEL BARCO,MANABI,13,PORTOVIEJO,1301,"Educación Inicial, Educación General Básica y Bachillerato",Particular,21
2023-2024 Inicio,17H00444,ANTONIO NARIÑO,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,98
2023-2024 Inicio,13H05426,APOLINARIO CHÓEZ GONZÁLEZ,MANABI,13,PAJAN,1310,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,8
2023-2024 Inicio,17B00156,AQUILES PEREZ TAMAYO,PICHINCHA,17,CAYAMBE,1702,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,17
2023-2024 Inicio,13H00301,ARCO IRIS,MANABI,13,PORTOVIEJO,1301,"Educación Inicial, Educación General Básica y Bachillerato",Particular,48
2023-2024 Inicio,13H03640,ARELIZA LEONOR VERA GONGORA,MANABI,13,TOSAGUA,1315,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,11
2023-2024 Inicio,17B00176,ARTURO BORJA,PICHINCHA,17,CAYAMBE,1702,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,16
2023-2024 Inicio,13H05425,ARTURO MENDOZA,MANABI,13,PICHINCHA,1311,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,8
2023-2024 Inicio,17H02208,ASCÁZUBI,PICHINCHA,17,CAYAMBE,1702,Educación General Básica y Bachillerato,Fiscal,189
2023-2024 Inicio,17H01619,ATAHUALPA,PICHINCHA,17,QUITO,1701,Educación General Básica y Bachillerato,Fiscal,22
2023-2024 Inicio,17H00127,ATANASIO VITERI,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,64
2023-2024 Inicio,08H01410,AURELIA BECERRA DE QUIÑONEZ,ESMERALDAS,8,RIOVERDE,807,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,33
2023-2024 Inicio,13H04551,AUTONOMO DE MANABI,MANABI,13,PEDERNALES,1317,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,131
2023-2024 Inicio,22B00147,AVILA,ORELLANA,22,LORETO,2204,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,16
2023-2024 Inicio,13H03641,BACHILLERO,MANABI,13,TOSAGUA,1315,Educación General Básica y Bachillerato,Fiscal,39
2023-2024 Inicio,13H03407,BAHIA DE CARAQUEZ,MANABI,13,SUCRE,1314,"Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,72
2023-2024 Inicio,13H05369,BELISARIO QUEVEDO,MANABI,13,JIPIJAPA,1306,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,15
2023-2024 Inicio,17H00570,BENITO JUAREZ,PICHINCHA,17,QUITO,1701,Educación General Básica y Bachillerato,Fiscal,494
2023-2024 Inicio,12H01377,BEST,LOS RIOS,12,VINCES,1208,"Educación Inicial, Educación General Básica y Bachillerato",Particular,21
2023-2024 Inicio,13H03075,BRAULIO HIDALGO LOOR,MANABI,13,PICHINCHA,1311,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,2
2023-2024 Inicio,17H01611,BRETHREN,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,136
2023-2024 Inicio,17H03049,BRIGHAM YOUNG SCHOOL,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,14
2023-2024 Inicio,17H02256,BRITANICO LOS ANDES,PICHINCHA,17,MEJIA,1703,"Educación Inicial, Educación General Básica y Bachillerato",Particular,41
2023-2024 Inicio,17H00362,BUENA VENTURA,PICHINCHA,17,QUITO,1701,Educación General Básica y Bachillerato,Fiscal,48
2023-2024 Inicio,17H01521,CALACALI,PICHINCHA,17,QUITO,1701,Educación General Básica y Bachillerato,Fiscal,76
2023-2024 Inicio,17H01658,CALDERON,PICHINCHA,17,QUITO,1701,"Educación General Básica, Bachillerato y Ofertas Intensivas",Municipal,165
2023-2024 Inicio,17H01566,CALDERON 2,PICHINCHA,17,QUITO,1701,Educación General Básica y Bachillerato,Fiscal,144
2023-2024 Inicio,03H00242,CAMILO GALLEGOS DOMINGUEZ,CAÑAR,3,BIBLIAN,302,Educación General Básica y Bachillerato,Fiscal,57
2023-2024 Inicio,16H00159,CAMILO GALLEGOS DOMINGUEZ,PASTAZA,16,MERA,1602,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,63
2023-2024 Inicio,17H01055,CAMINO DEL INCA,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,40
2023-2024 Inicio,06B00118,CANTÓN  ALAUSI,CHIMBORAZO,6,ALAUSI,602,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,8
2023-2024 Inicio,13H03868,CAÑAVERAL DEL NARANJO,MANABI,13,PEDERNALES,1317,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,37
2023-2024 Inicio,17H01241,CAPITAN ALFONSO ARROYO AGUIRRE,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,59
2023-2024 Inicio,22B00178,CAPITAN PABLO VILLARRUEL FUENTES,ORELLANA,22,LORETO,2204,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,6
2023-2024 Inicio,17H01776,CARDENAL CARLOS MARÍA  DE LA TORRE,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,311
2023-2024 Inicio,17H00687,CARDENAL GONZALEZ ZUMARRAGA,PICHINCHA,17,QUITO,1701,Educación General Básica y Bachillerato,Particular,19
2023-2024 Inicio,13H05419,CARLOS A GARCIA MORA,MANABI,13,JUNIN,1307,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,130
2023-2024 Inicio,21H00308,CARLOS AZUERO AÑAZCO,SUCUMBIOS,21,LAGO AGRIO,2101,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,9
2023-2024 Inicio,17B00215,CARLOS FREILE ZALDUMBIDE,PICHINCHA,17,PEDRO MONCAYO,1704,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,22
2023-2024 Inicio,13H03636,CARLOS JULIO AROSEMENA TOLA,MANABI,13,TOSAGUA,1315,Educación General Básica y Bachillerato,Fiscal,120
2023-2024 Inicio,17H02418,CARLOS LARCO HIDALGO,PICHINCHA,17,RUMIÑAHUI,1705,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,127
2023-2024 Inicio,13H03894,CARLOS MARIA DE LA CONDAMINE,MANABI,13,PEDERNALES,1317,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,15
2023-2024 Inicio,17H02071,CARLOS RIVADENEIRA,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,4
2023-2024 Inicio,17H02337,CASA DE LA CULTURA ECUATORIANA BENJAMIN CARRION N0 1,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,5
2023-2024 Inicio,13H02818,CASCOL,MANABI,13,PAJAN,1310,Educación General Básica y Bachillerato,Fiscal,65
2023-2024 Inicio,14B00244,CECIB  DE  EDUCACIÓN BASICA SANTIAK,MORONA SANTIAGO,14,TAISHA,1409,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,14
2023-2024 Inicio,17H00087,CENTRO DEL MUCHACHO TRABAJADOR NO  2,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,24
2023-2024 Inicio,11B00081,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE BACHILLERATO PCEI YACHAY ÑAN,LOJA,11,LOJA,1101,Educación General Básica y Bachillerato,Fiscal,11
2023-2024 Inicio,16H00204,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGUE DE EDUCACIÓN  BASICA PALATI,PASTAZA,16,ARAJUNO,1604,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,10
2023-2024 Inicio,08B00046,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE RIO CANANDE,ESMERALDAS,8,QUININDE,804,Educación General Básica y Bachillerato,Fiscal,6
2023-2024 Inicio,08B00020,CENTRO EDUCATIVO COMUNITARIO ISABEL DE SANTIAGO,ESMERALDAS,8,QUININDE,804,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,11
2023-2024 Inicio,17H03190,CERVANTES,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,19
2023-2024 Inicio,04H00070,CESAR ANTONIO MOSQUERA,CARCHI,4,TULCAN,401,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,100
2023-2024 Inicio,10B00075,CESAR ANTONIO MOSQUERA,IMBABURA,10,OTAVALO,1004,"Educación Inicial, Educación General Básica y Bachillerato",Fiscomisional,23
2023-2024 Inicio,17H02209,CESAR AUGUSTO TAMAYO MEDINA,PICHINCHA,17,CAYAMBE,1702,Bachillerato y Ofertas Intensivas,Fiscal,82
2023-2024 Inicio,13H00146,CESAR DELGADO LUCAS,MANABI,13,PORTOVIEJO,1301,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,6
2023-2024 Inicio,13H05430,CESAR INTRIAGO PEÑAFIEL,MANABI,13,PICHINCHA,1311,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,6
2023-2024 Inicio,13H05381,CESAR QUIMIS CHOEZ,MANABI,13,PUERTO LOPEZ,1319,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,49
2023-2024 Inicio,13H03503,CHARAPOTO,MANABI,13,SUCRE,1314,"Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,141
2023-2024 Inicio,17H03232,CHARLES BABBAGE,PICHINCHA,17,RUMIÑAHUI,1705,Educación General Básica y Bachillerato,Particular,12
2023-2024 Inicio,17H00089,CHARLES DARWIN,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,36
2023-2024 Inicio,17H00910,CINCO  DE JUNIO,PICHINCHA,17,QUITO,1701,Educación General Básica y Bachillerato,Fiscal,380
2023-2024 Inicio,13H04143,CINCO DE MAYO,MANABI,13,PUERTO LOPEZ,1319,Educación General Básica y Bachillerato,Particular,25
2023-2024 Inicio,13H03836,CIUDAD DE PEDERNALES,MANABI,13,PEDERNALES,1317,"Educación Inicial, Educación General Básica y Bachillerato",Particular,30
2023-2024 Inicio,13H03887,CIUDAD DE PEDERNALES,MANABI,13,PEDERNALES,1317,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,83
2023-2024 Inicio,08H01269,COLEGIO  DE BACHILLERATO  12 DE OCTUBRE,ESMERALDAS,8,ATACAMES,806,Bachillerato,Fiscal,31
2023-2024 Inicio,07H00127,COLEGIO  DE BACHILLERATO  SIMÓN BOLÍVAR,EL ORO,7,MACHALA,701,Educación General Básica y Bachillerato,Fiscal,190
2023-2024 Inicio,07H01126,COLEGIO  DE BACHILLERATO DR NAPOLEON MERA,EL ORO,7,SANTA ROSA,712,Educación General Básica y Bachillerato,Fiscal,6
2023-2024 Inicio,13H02319,COLEGIO DE  BACHILLERATO LUIS ARBOLEDA MARTINEZ,MANABI,13,MANTA,1308,Educación General Básica y Bachillerato,Fiscal,260
2023-2024 Inicio,07H01080,COLEGIO DE  BACHILLERATO MARIA DEL CARMEN GAVILANES TENEZACA,EL ORO,7,SANTA ROSA,712,Educación General Básica y Bachillerato,Fiscal,52
2023-2024 Inicio,19H00262,COLEGIO DE BACHILERATO PRIMERO DE MAYO,ZAMORA CHINCHIPE,19,YANTZAZA (YANZATZA),1905,"Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,174
2023-2024 Inicio,08H00660,COLEGIO DE BACHILLERATO   KEPLER REYNA BARONA,ESMERALDAS,8,MUISNE,803,Bachillerato,Fiscal,46
2023-2024 Inicio,08H01315,COLEGIO DE BACHILLERATO   TONCHIGUE,ESMERALDAS,8,ATACAMES,806,Bachillerato,Fiscal,97
2023-2024 Inicio,11H00923,COLEGIO DE BACHILLERATO  2 DE AGOSTO,LOJA,11,ESPINDOLA,1106,Educación General Básica y Bachillerato,Fiscal,14
2023-2024 Inicio,07H00626,COLEGIO DE BACHILLERATO  6 DE AGOSTO,EL ORO,7,EL GUABO,706,Educación General Básica y Bachillerato,Fiscal,121
2023-2024 Inicio,11H00333,COLEGIO DE BACHILLERATO  AGUSTIN CURIPOMA,LOJA,11,LOJA,1101,Educación General Básica y Bachillerato,Fiscal,18
2023-2024 Inicio,08H00837,COLEGIO DE BACHILLERATO  CAMILO GALLEGOS DOMINGUEZ,ESMERALDAS,8,QUININDE,804,Bachillerato,Fiscal,80
2023-2024 Inicio,07H00057,COLEGIO DE BACHILLERATO  EL ORO,EL ORO,7,MACHALA,701,Educación General Básica y Bachillerato,Fiscal,227
2023-2024 Inicio,11H01717,COLEGIO DE BACHILLERATO  LA TINGUE,LOJA,11,OLMEDO,1116,Educación General Básica y Bachillerato,Fiscal,5
2023-2024 Inicio,07H00341,COLEGIO DE BACHILLERATO  MACHALA,EL ORO,7,MACHALA,701,Educación General Básica y Bachillerato,Fiscal,203
2023-2024 Inicio,07H00043,COLEGIO DE BACHILLERATO  REPÚBLICA DEL ECUADOR,EL ORO,7,MACHALA,701,Educación General Básica y Bachillerato,Fiscal,71
2023-2024 Inicio,11H00582,COLEGIO DE BACHILLERATO 14 DE OCTUBRE,LOJA,11,CALVAS,1102,Educación General Básica y Bachillerato,Fiscal,29
2023-2024 Inicio,11H01495,COLEGIO DE BACHILLERATO 18 DE NOVIEMBRE,LOJA,11,SOZORANGA,1112,Educación General Básica y Bachillerato,Fiscal,33
2023-2024 Inicio,07H01192,COLEGIO DE BACHILLERATO 26 DE NOVIEMBRE,EL ORO,7,ZARUMA,713,Educación General Básica y Bachillerato,Fiscal,205
2023-2024 Inicio,11H00134,COLEGIO DE BACHILLERATO 27 DE FEBRERO,LOJA,11,LOJA,1101,Educación General Básica y Bachillerato,Fiscal,125
2023-2024 Inicio,14H00030,COLEGIO DE BACHILLERATO 27 DE FEBRERO,MORONA SANTIAGO,14,MORONA,1401,Bachillerato,Fiscal,47
2023-2024 Inicio,07H00852,COLEGIO DE BACHILLERATO 8 DE NOVIEMBRE,EL ORO,7,PIÑAS,710,Educación General Básica y Bachillerato,Fiscal,282
2023-2024 Inicio,11H00415,COLEGIO DE BACHILLERATO ABDON CALDERON MUÑOZ,LOJA,11,LOJA,1101,Educación General Básica y Bachillerato,Fiscal,15
2023-2024 Inicio,07H00451,COLEGIO DE BACHILLERATO ABDÓN CALDERÓN MUÑOZ,EL ORO,7,ARENILLAS,702,Educación General Básica y Bachillerato,Fiscal,45
2023-2024 Inicio,09H03423,COLEGIO DE BACHILLERATO AGROPECUARIO LOMAS DE SARGENTILLO,GUAYAS,9,LOMAS DE SARGENTILLO,924,Bachillerato,Fiscal,206
2023-2024 Inicio,07H01110,COLEGIO DE BACHILLERATO ALEJANDRO AGUILAR LOZANO,EL ORO,7,SANTA ROSA,712,Educación General Básica y Bachillerato,Fiscal,22
2023-2024 Inicio,07H00376,COLEGIO DE BACHILLERATO ALEJANDRO CASTRO BENITEZ,EL ORO,7,MACHALA,701,Educación General Básica y Bachillerato,Fiscal,82
2023-2024 Inicio,07H01053,COLEGIO DE BACHILLERATO ALIDA VALAREZO DE SÁNCHEZ,EL ORO,7,SANTA ROSA,712,Educación General Básica y Bachillerato,Fiscal,16
2023-2024 Inicio,07H00411,COLEGIO DE BACHILLERATO ARENILLAS,EL ORO,7,ARENILLAS,702,Educación General Básica y Bachillerato,Fiscal,182
2023-2024 Inicio,07H00412,COLEGIO DE BACHILLERATO ASAAD BUCARAM,EL ORO,7,ARENILLAS,702,Educación General Básica y Bachillerato,Fiscal,15
2023-2024 Inicio,07H00012,COLEGIO DE BACHILLERATO ATAHUALPA,EL ORO,7,MACHALA,701,Educación General Básica y Bachillerato,Fiscal,206
2023-2024 Inicio,07H00770,COLEGIO DE BACHILLERATO AURELIO PRIETO MUELAS,EL ORO,7,PASAJE,709,Educación General Básica y Bachillerato,Fiscal,30
2023-2024 Inicio,11H00007,COLEGIO DE BACHILLERATO BEATRIZ CUEVA DE AYORA,LOJA,11,LOJA,1101,Educación General Básica y Bachillerato,Fiscal,355
2023-2024 Inicio,01H00391,COLEGIO DE BACHILLERATO BENIGNO MALO,AZUAY,1,CUENCA,101,Bachillerato,Fiscal,381
2023-2024 Inicio,06H00140,COLEGIO DE BACHILLERATO BERNARDO DAVALOS LEON,CHIMBORAZO,6,RIOBAMBA,601,Educación General Básica y Bachillerato,Particular,10
2023-2024 Inicio,14H00103,COLEGIO DE BACHILLERATO CAMILO GALLEGOS TOLEDO,MORONA SANTIAGO,14,GUALAQUIZA,1402,Bachillerato y Ofertas Intensivas,Fiscal,110
2023-2024 Inicio,11H01353,COLEGIO DE BACHILLERATO CARLOS GARBAY MONTESDEOCA,LOJA,11,PUYANGO,1110,Educación General Básica y Bachillerato,Fiscal,36
2023-2024 Inicio,07H00821,COLEGIO DE BACHILLERATO CARMEN MORA DE ENCALADA,EL ORO,7,PASAJE,709,Educación General Básica y Bachillerato,Fiscal,336
2023-2024 Inicio,11H00816,COLEGIO DE BACHILLERATO CHAGUARPAMBA,LOJA,11,CHAGUARPAMBA,1105,Educación General Básica y Bachillerato,Fiscal,39
2023-2024 Inicio,06H00830,COLEGIO DE BACHILLERATO CHAMBO,CHIMBORAZO,6,CHAMBO,604,Educación General Básica y Bachillerato,Fiscal,121
2023-2024 Inicio,01H00336,COLEGIO DE BACHILLERATO CIUDAD DE CUENCA,AZUAY,1,CUENCA,101,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,189
2023-2024 Inicio,07H01005,COLEGIO DE BACHILLERATO CIUDAD DE PORTOVELO,EL ORO,7,PORTOVELO,711,"Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,31
2023-2024 Inicio,01H00196,COLEGIO DE BACHILLERATO DANIEL CORDOVA  TORAL,AZUAY,1,CUENCA,101,Bachillerato,Fiscal,247
2023-2024 Inicio,07H01106,COLEGIO DE BACHILLERATO DEMETRIO AGUILERA MALTA,EL ORO,7,SANTA ROSA,712,Educación General Básica y Bachillerato,Fiscal,85
2023-2024 Inicio,11H00299,COLEGIO DE BACHILLERATO DR  EDUARDO MORA MORENO,LOJA,11,LOJA,1101,Educación General Básica y Bachillerato,Fiscal,20
2023-2024 Inicio,07H00410,COLEGIO DE BACHILLERATO DR CAMILO GALLEGOS DOMINGUEZ,EL ORO,7,ARENILLAS,702,Educación General Básica y Bachillerato,Fiscal,187
2023-2024 Inicio,12H01770,COLEGIO DE BACHILLERATO DR CARLOS LUIS PLAZA DAÑIN,LOS RIOS,12,VALENCIA,1211,Bachillerato,Fiscal,63
2023-2024 Inicio,11H01675,COLEGIO DE BACHILLERATO DR CLOTARIO PAZ PALADINES,LOJA,11,PINDAL,1114,Educación General Básica y Bachillerato,Fiscal,19
2023-2024 Inicio,07H00619,COLEGIO DE BACHILLERATO DR JOSE MIGUEL GARCIA MORENO,EL ORO,7,EL GUABO,706,Educación General Básica y Bachillerato,Fiscal,164
2023-2024 Inicio,07H00825,COLEGIO DE BACHILLERATO DR JOSE OCHOA LEON,EL ORO,7,PASAJE,709,Educación General Básica y Bachillerato,Fiscal,350
2023-2024 Inicio,11H00825,COLEGIO DE BACHILLERATO DR JUAN FRANCISCO ONTANEDA,LOJA,11,CHAGUARPAMBA,1105,Educación General Básica y Bachillerato,Fiscal,23
2023-2024 Inicio,11H01529,COLEGIO DE BACHILLERATO DR MANUEL AGUSTIN AGUIRRE,LOJA,11,SOZORANGA,1112,Educación General Básica y Bachillerato,Fiscal,7
2023-2024 Inicio,11H00900,COLEGIO DE BACHILLERATO ECUADOR,LOJA,11,ESPINDOLA,1106,Educación General Básica y Bachillerato,Fiscal,16
2023-2024 Inicio,07H00888,COLEGIO DE BACHILLERATO EL PROGRESO,EL ORO,7,PASAJE,709,Educación General Básica y Bachillerato,Fiscal,23
2023-2024 Inicio,07H01273,COLEGIO DE BACHILLERATO EUGENIO ESPEJO,EL ORO,7,LAS LAJAS,714,Educación General Básica y Bachillerato,Fiscal,36
2023-2024 Inicio,09H02348,COLEGIO DE BACHILLERATO FISCAL JOSE PERALTA,GUAYAS,9,GUAYAQUIL,901,Bachillerato,Fiscal,186
2023-2024 Inicio,09H00902,COLEGIO DE BACHILLERATO FISCAL SIMÓN BOLIVAR,GUAYAS,9,GUAYAQUIL,901,Bachillerato,Fiscal,301
2023-2024 Inicio,18H00985,COLEGIO DE BACHILLERATO FRANCÉS,TUNGURAHUA,18,AMBATO,1801,Bachillerato,Particular,5
2023-2024 Inicio,11H01249,COLEGIO DE BACHILLERATO FRANCISCO VALDIVIESO ALVARADO,LOJA,11,PALTAS,1109,Educación General Básica y Bachillerato,Fiscal,11
2023-2024 Inicio,11H01169,COLEGIO DE BACHILLERATO FRONTERA SUR,LOJA,11,PALTAS,1109,Educación General Básica y Bachillerato,Fiscal,8
2023-2024 Inicio,11H00917,COLEGIO DE BACHILLERATO GABRIEL GARCIA MORENO ,LOJA,11,ESPINDOLA,1106,Educación General Básica y Bachillerato,Fiscomisional,29
2023-2024 Inicio,07H00967,COLEGIO DE BACHILLERATO GALO PLAZA LASSO,EL ORO,7,PIÑAS,710,Educación General Básica y Bachillerato,Fiscal,10
2023-2024 Inicio,11H01607,COLEGIO DE BACHILLERATO GALO ROLANDO VELEZ RIVERA,LOJA,11,ZAPOTILLO,1113,Educación General Básica y Bachillerato,Fiscal,38
2023-2024 Inicio,07H00506,COLEGIO DE BACHILLERATO GENERAL VICENTE ANDA AGUIRRE,EL ORO,7,BALSAS,704,"Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,110
2023-2024 Inicio,14H00474,COLEGIO DE BACHILLERATO GUALAQUIZA,MORONA SANTIAGO,14,GUALAQUIZA,1402,Bachillerato,Municipal,44
2023-2024 Inicio,07H01234,COLEGIO DE BACHILLERATO GUANAZAN,EL ORO,7,ZARUMA,713,Educación General Básica y Bachillerato,Fiscal,49
2023-2024 Inicio,11H00167,COLEGIO DE BACHILLERATO HERNAN GALLARDO MOSCOSO,LOJA,11,LOJA,1101,Educación General Básica y Bachillerato,Fiscal,23
2023-2024 Inicio,19H00195,COLEGIO DE BACHILLERATO HÉROES DE PAQUISHA,ZAMORA CHINCHIPE,19,CHINCHIPE,1902,Educación General Básica y Bachillerato,Fiscal,17
2023-2024 Inicio,07H00683,COLEGIO DE BACHILLERATO HUAQUILLAS,EL ORO,7,HUAQUILLAS,707,Educación General Básica y Bachillerato,Fiscal,59
