Año lectivo,AMIE,Nombre_Institución,Zona,Provincia,Cantón,Parroquia,Sostenimiento,Área,Matricula_Total
2015-2016 Fin,01H00305,ESCUELA DE EDUCACIÓN BÁSICA EMILIO MURILLO,ZONA 6,AZUAY,CUENCA,SAN SEBASTIAN,FISCAL,URBANA,323
2015-2016 Fin,01H00312,UNIDAD EDUCATIVA PARTICULAR LICEO CRISTIANO DE CUENCA,ZONA 6,AZUAY,CUENCA,SAN SEBASTIAN,PARTICULAR,URBANA,566
2015-2016 Fin,01H00314,UNIDAD EDUCATIVA VICTOR GERARDO AGUILAR,ZONA 6,AZUAY,CUENCA,SAN SEBASTIAN,FISCAL,URBANA,1338
2015-2016 Fin,01H00322,ESCUELA DE EDUCACIÓN BÁSICA ÁNGELA RODRÍGUEZ,ZONA 6,AZUAY,CUENCA,SAN SEBASTIAN,FISCAL,URBANA,249
2015-2016 Fin,01H00324,UNIDAD EDUCATIVA PARTICULAR  LAS PENCAS,ZONA 6,AZUAY,CUENCA,SAN SEBASTIAN,PARTICULAR,URBANA,268
2015-2016 Fin,01H00326,ESCUELA DE EDUCACIÓN BÁSICA REINALDO CHICO GARCÍA,ZONA 6,AZUAY,CUENCA,SAN SEBASTIAN,FISCAL,URBANA,702
2015-2016 Fin,01H00329,ESCUELA DE EDUCACIÓN BÁSICA IGNACIO MALO TAMARÍZ,ZONA 6,AZUAY,CUENCA,SAN SEBASTIAN,FISCAL,URBANA,249
2015-2016 Fin,01H00330,CENTRO DE EDUCACIÓN INICIAL ANTONIO BORRERO VEGA,ZONA 6,AZUAY,CUENCA,SAN SEBASTIAN,FISCAL,URBANA,197
2015-2016 Fin,01H00335,UNIDAD EDUCATIVA REPÚBLICA DE ECUADOR,ZONA 6,AZUAY,CUENCA,SAN SEBASTIAN,FISCAL,URBANA,1500
2015-2016 Fin,01H00336,COLEGIO DE BACHILLERATO CIUDAD DE CUENCA,ZONA 6,AZUAY,CUENCA,SAN SEBASTIAN,FISCAL,URBANA,1279
2015-2016 Fin,01H00338,UNIDAD EDUCATIVA PARTICULAR MADRID,ZONA 6,AZUAY,CUENCA,SAN SEBASTIAN,PARTICULAR,URBANA,145
2015-2016 Fin,01H00339,ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR BELL  ACADEMY,ZONA 6,AZUAY,CUENCA,SAN SEBASTIAN,PARTICULAR,URBANA,171
2015-2016 Fin,01H00343,ESCUELA DE EDUCACIÓN BÁSICA ULISES CHACON,ZONA 6,AZUAY,CUENCA,SAN SEBASTIAN,FISCAL,URBANA,652
2015-2016 Fin,01H00346,UNIDAD EDUCATIVA FISCOMISIONAL MADRE ENRIQUETA AYMER SSCC,ZONA 6,AZUAY,CUENCA,SAN SEBASTIAN,FISCOMISIONAL,URBANA,391
2015-2016 Fin,01H00347,CENTRO DE EDUCACIÓN INICIAL MUNICIPAL  EL CEBOLLAR,ZONA 6,AZUAY,CUENCA,SAN SEBASTIAN,MUNICIPAL,URBANA,43
2015-2016 Fin,01H00351,CENTRO DE EDUCACION INICIAL PARTICULAR KINDER GARDEN,ZONA 6,AZUAY,CUENCA,SAN SEBASTIAN,PARTICULAR,URBANA,53
2015-2016 Fin,01H00353,CENTRO DE EDCUACIÓN INICIAL PARTICULAR LA RONDA,ZONA 6,AZUAY,CUENCA,SUCRE,PARTICULAR,URBANA,104
2015-2016 Fin,01H00358,UNIDAD EDUCATIVA FISCOMISIONAL LUISA DE JESÚS CORDERO,ZONA 6,AZUAY,CUENCA,SUCRE,FISCOMISIONAL,URBANA,965
2015-2016 Fin,01H00363,UNIDAD EDUCATIVA REMIGIO ROMERO Y CORDERO,ZONA 6,AZUAY,CUENCA,SUCRE,FISCAL,URBANA,1037
2015-2016 Fin,01H00364,CENTRO DE EDUCACIÓN INICIAL PARTICULAR ESTRELLITAS,ZONA 6,AZUAY,CUENCA,SUCRE,PARTICULAR,URBANA,131
2015-2016 Fin,01H00368,ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR SENDERITOS DEL SABER,ZONA 6,AZUAY,CUENCA,SUCRE,PARTICULAR,URBANA,12
2015-2016 Fin,01H00374,UNIDAD EDUCATIVA PARTICULAR BILINGUE NUESTRA FAMILIA,ZONA 6,AZUAY,CUENCA,SUCRE,PARTICULAR,URBANA,595
2015-2016 Fin,01H00377,UNIDAD EDUCATIVA BILINGUE INTERAMERICANA,ZONA 6,AZUAY,CUENCA,SUCRE,PARTICULAR,URBANA,1497
2015-2016 Fin,01H00378,UNIDAD EDUCATIVA FISCOMISIONAL SAN ROQUE,ZONA 6,AZUAY,CUENCA,SUCRE,FISCOMISIONAL,URBANA,193
2015-2016 Fin,01H00379,ESCUELA DE EDUCACIÓN BÁSICA EUGENIO ESPEJO,ZONA 6,AZUAY,CUENCA,SUCRE,FISCAL,URBANA,832
2015-2016 Fin,01H00381,UNIDAD EDUCATIVA ANTONIO ÁVILA MALDONADO,ZONA 6,AZUAY,CUENCA,SUCRE,FISCAL,URBANA,1097
2015-2016 Fin,01H00385,ESCUELA DE EDUCACIÓN BÁSICA ÁNGEL POLIVIO CHÁVEZ,ZONA 6,AZUAY,CUENCA,SUCRE,FISCAL,URBANA,509
2015-2016 Fin,01H00389,ESCUELA DE EDUCACIÓN BÁSICA PANAMÁ,ZONA 6,AZUAY,CUENCA,SUCRE,FISCAL,URBANA,899
2015-2016 Fin,01H00391,UNIDAD EDUCATIVA BENIGNO MALO,ZONA 6,AZUAY,CUENCA,SUCRE,FISCAL,URBANA,1194
2015-2016 Fin,01H00394,UNIDAD EDUCATIVA MIGUEL MERCHAN OCHOA,ZONA 6,AZUAY,CUENCA,SUCRE,FISCAL,URBANA,984
2015-2016 Fin,01H00396,CENTRO DE EDUCACIÓN INICIAL PARTICULAR INFANCIA FELIZ,ZONA 6,AZUAY,CUENCA,SUCRE,PARTICULAR,URBANA,13
2015-2016 Fin,01H00402,ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR CDI,ZONA 6,AZUAY,CUENCA,TOTORACOCHA,PARTICULAR,URBANA,102
2015-2016 Fin,01H00403,COLEGIO DE BACHILLERATO PARTICULAR CUENCA PCEI,ZONA 6,AZUAY,CUENCA,TOTORACOCHA,PARTICULAR,URBANA,168
2015-2016 Fin,01H00407,ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR ELOISA PCEI,ZONA 6,AZUAY,CUENCA,TOTORACOCHA,PARTICULAR,URBANA,254
2015-2016 Fin,01H00413,UNIDAD EDUCATIVA HERLINDA TORAL,ZONA 6,AZUAY,CUENCA,TOTORACOCHA,FISCAL,URBANA,1641
2015-2016 Fin,01H00414,CENTRO DE EDUCACION INICIAL TOTORACOCHA,ZONA 6,AZUAY,CUENCA,TOTORACOCHA,FISCAL,URBANA,543
2015-2016 Fin,01H00418,CENTRO DE EDUCACIÓN INICIAL PARTICULAR MI PEQUEÑO MUNDO,ZONA 6,AZUAY,CUENCA,TOTORACOCHA,PARTICULAR,URBANA,17
2015-2016 Fin,01H00419,UNIDAD EDUCATIVA GASPAR SANGURIMA,ZONA 6,AZUAY,CUENCA,TOTORACOCHA,FISCAL,URBANA,184
2015-2016 Fin,01H00420,UNIDAD EDUCATIVA ABELARDO TAMARIZ CRESPO,ZONA 6,AZUAY,CUENCA,TOTORACOCHA,FISCAL,URBANA,853
2015-2016 Fin,01H00424,UNIDAD EDUCATIVA PCEI PARTICULAR MARIO RIZZINI,ZONA 6,AZUAY,CUENCA,YANUNCAY,PARTICULAR,URBANA,713
2015-2016 Fin,01H00428,ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR LICEO DECLORIANO INTERNACIONAL,ZONA 6,AZUAY,CUENCA,YANUNCAY,PARTICULAR,URBANA,89
2015-2016 Fin,01H00429,UNIDAD EDUCATIVA MIGUEL MORENO ORDOÑEZ,ZONA 6,AZUAY,CUENCA,YANUNCAY,FISCAL,URBANA,552
2015-2016 Fin,01H00437,UNIDAD EDUCATIVA PARTICULAR LICEO AMERICANO CATÓLICO,ZONA 6,AZUAY,CUENCA,YANUNCAY,PARTICULAR,URBANA,834
2015-2016 Fin,01H00442,ESCUELA DE EDUCACIÓN BÁSICA JOSÉ MARÍA VELASCO IBARRA,ZONA 6,AZUAY,CUENCA,YANUNCAY,FISCAL,URBANA,964
2015-2016 Fin,01H00445,UNIDAD EDUCATIVA PARTICULAR YANUNCAY,ZONA 6,AZUAY,CUENCA,YANUNCAY,PARTICULAR,URBANA,181
2015-2016 Fin,01H00446,UNIDAD EDUCATIVA PARTICULAR PRINCIPE DE PAZ,ZONA 6,AZUAY,CUENCA,YANUNCAY,PARTICULAR,URBANA,158
2015-2016 Fin,01H00448,UNIDAD EDUCATIVA PARTICULAR JUAN PABLO II,ZONA 6,AZUAY,CUENCA,YANUNCAY,PARTICULAR,URBANA,394
2015-2016 Fin,01H00450,UNIDAD EDUCATIVA PARTICULAR LOS ANDES,ZONA 6,AZUAY,CUENCA,YANUNCAY,PARTICULAR,URBANA,372
2015-2016 Fin,01H00451,UNIDAD EDUCATIVA  PARTICULAR INTEGRACION IBEROAMERICANO,ZONA 6,AZUAY,CUENCA,YANUNCAY,PARTICULAR,URBANA,107
2015-2016 Fin,01H00454,CENTRO DE EDUCACIÓN INICIAL ABC,ZONA 6,AZUAY,CUENCA,YANUNCAY,FISCAL,URBANA,431
2015-2016 Fin,01H00456,UNIDAD EDUCATIVA PARTICULAR PORVENIR,ZONA 6,AZUAY,CUENCA,YANUNCAY,PARTICULAR,URBANA,202
2015-2016 Fin,01H00460,CENTRO DE EDUCACIÓN INICIAL PARTICULAR ARCO DEL SABER,ZONA 6,AZUAY,CUENCA,YANUNCAY,PARTICULAR,URBANA,35
2015-2016 Fin,01H00462,ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR NOVA,ZONA 6,AZUAY,CUENCA,YANUNCAY,PARTICULAR,URBANA,81
2015-2016 Fin,01H00463,ESCUELA DE EDUCACIÓN BÁSICA FRANCISCA ARÍZAGA T.,ZONA 6,AZUAY,CUENCA,YANUNCAY,FISCAL,URBANA,685
2015-2016 Fin,01H00467,CENTRO DE EDUCACION INICIAL PARTICULAR EL PRINCIPITO,ZONA 6,AZUAY,CUENCA,YANUNCAY,PARTICULAR,URBANA,78
2015-2016 Fin,01H00470,ESCUELA DE EDUCACIÓN BÁSICA NICOLAS SOJOS,ZONA 6,AZUAY,CUENCA,YANUNCAY,FISCAL,URBANA,691
2015-2016 Fin,01H00472,CENTRO DE EDUCACIÓN INICIAL PARTICULAR  PULGARCITO,ZONA 6,AZUAY,CUENCA,YANUNCAY,PARTICULAR,URBANA,47
2015-2016 Fin,01H00475,UNIDAD EDUCATIVA  FISCOMISIONAL TECNICO SALESIANO,ZONA 6,AZUAY,CUENCA,YANUNCAY,FISCOMISIONAL,URBANA,2350
2015-2016 Fin,01H00476,UNIDAD EDUCATIVA FRAY VICENTE SOLANO,ZONA 6,AZUAY,CUENCA,YANUNCAY,FISCAL,URBANA,824
2015-2016 Fin,01H00477,ESCUELA DE EDUCACIÓN BÁSICA LEONCIO CORDERO JARAMILLO,ZONA 6,AZUAY,CUENCA,YANUNCAY,FISCAL,URBANA,822
2015-2016 Fin,01H00478,ESCUELA DE EDUCACIÓN BÁSICA IGNACIO ESCANDON,ZONA 6,AZUAY,CUENCA,YANUNCAY,FISCAL,URBANA,807
2015-2016 Fin,01H00479,ESCUELA DE EDUCACIÓN BÁSICA PADRE JUAN BAUTISTA AGUIRRE,ZONA 6,AZUAY,CUENCA,HERMANO MIGUEL,FISCAL,URBANA,442
2015-2016 Fin,01H00480,ESCUELA DE EDUCACION BASICA HECTOR SEMPERTEGUI GARCIA,ZONA 6,AZUAY,CUENCA,HERMANO MIGUEL,FISCAL,URBANA,233
2015-2016 Fin,01H00481,CENTRO DE EDUCACION INICIAL LUIS CORDERO CRESPO,ZONA 6,AZUAY,CUENCA,HERMANO MIGUEL,FISCAL,URBANA,216
2015-2016 Fin,01H00486,UNIDAD EDUCATIVA CARLOS RIGOBERTO VINTIMILLA,ZONA 6,AZUAY,CUENCA,HERMANO MIGUEL,FISCAL,URBANA,978
2015-2016 Fin,01H00489,ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR PIO XII,ZONA 6,AZUAY,CUENCA,HERMANO MIGUEL,PARTICULAR,URBANA,702
2015-2016 Fin,01H00491,UNIDAD EDUCATIVA ISABEL MOSCOSO DÁVILA,ZONA 6,AZUAY,CUENCA,HERMANO MIGUEL,FISCAL,URBANA,1171
2015-2016 Fin,01H00497,ESCUELA DE EDUCACIÓN BÁSICA ALFONSO CARRIÓN HEREDIA,ZONA 6,AZUAY,CUENCA,BAÑOS,FISCAL,RURAL,833
2015-2016 Fin,01H00499,UNIDAD EDUCATIVA PARTICULAR INTEGRACION ANDINA,ZONA 6,AZUAY,CUENCA,BAÑOS,PARTICULAR,RURAL,25
2015-2016 Fin,01H00503,ESCUELA DE EDUCACIÓN BÁSICA SEGUNDO ESPINOSA CALLE,ZONA 6,AZUAY,CUENCA,BAÑOS,FISCAL,RURAL,188
2015-2016 Fin,01H00508,ESCUELA DE EDUCACION BASICA MEDARDO NEIRA GARZON,ZONA 6,AZUAY,CUENCA,BAÑOS,FISCAL,RURAL,246
2015-2016 Fin,01H00509,ESCUELA DE EDUCACIÓN BÁSICA AGUSTÍN CARRIÓN HEREDIA,ZONA 6,AZUAY,CUENCA,BAÑOS,FISCAL,RURAL,199
2015-2016 Fin,01H00511,ESCUELA DE EDUCACIÓN BÁSICA ENRIQUETA CORDERO DÁVILA,ZONA 6,AZUAY,CUENCA,BAÑOS,FISCAL,RURAL,913
2015-2016 Fin,01H00514,ESCUELA DE EDUCACION BASICA AGUSTIN CUESTA VINTIMILLA,ZONA 6,AZUAY,CUENCA,BAÑOS,FISCAL,RURAL,470
2015-2016 Fin,01H00515,UNIDAD EDUCATIVA PARTICULAR BORJA,ZONA 6,AZUAY,CUENCA,BAÑOS,PARTICULAR,RURAL,1852
2015-2016 Fin,01H00520,UNIDAD EDUCATIVA PARTICULAR CEDFI,ZONA 6,AZUAY,CUENCA,BAÑOS,PARTICULAR,RURAL,573
2015-2016 Fin,01H00522,ESCUELA DE EDUCACIÓN BÁSICA HONORATO VAZQUEZ,ZONA 6,AZUAY,CUENCA,BAÑOS,FISCAL,RURAL,653
2015-2016 Fin,01H00523,UNIDAD  EDUCATIVA MANUEL CORDOVA GALARZA,ZONA 6,AZUAY,CUENCA,BAÑOS,FISCAL,RURAL,868
2015-2016 Fin,01H00524,ESCUELA DE EDUCACIÓN BÁSICA JOEL MONROY,ZONA 6,AZUAY,CUENCA,BAÑOS,FISCAL,RURAL,465
2015-2016 Fin,01H00527,UNIDAD EDUCATIVA PARTICULAR CEDEI SCHOOL,ZONA 6,AZUAY,CUENCA,BAÑOS,PARTICULAR,RURAL,272
2015-2016 Fin,01H00530,UNIDAD EDUCATIVA TERAPEUTICA SAN JUAN DE JERUSALEN,ZONA 6,AZUAY,CUENCA,BAÑOS,FISCAL,RURAL,226
2015-2016 Fin,01H00542,ESCUELA DE EDUCACIÓN BÁSICA CORNELIO CRESPO TORAL,ZONA 6,AZUAY,CUENCA,BAÑOS,FISCAL,RURAL,382
2015-2016 Fin,01H00547,ESCUELA DE EDUCACION BASICA JOSE RAFAEL BURBANO VASQUEZ,ZONA 6,AZUAY,CUENCA,CUMBE,FISCAL,RURAL,29
2015-2016 Fin,01H00550,UNIDAD EDUCATIVA CUMBE,ZONA 6,AZUAY,CUENCA,CUMBE,FISCAL,RURAL,670
2015-2016 Fin,01H00551,ESCUELA DE EDUCACION BASICA CARLOS TERAN ZENTENO,ZONA 6,AZUAY,CUENCA,CUMBE,FISCAL,RURAL,405
2015-2016 Fin,01H00552,ESCUELA DE EDUCACIÓN BÁSICA GABRIEL ARSENIO ULLAURI,ZONA 6,AZUAY,CUENCA,CUMBE,FISCAL,RURAL,409
2015-2016 Fin,01H00553,ESCUELA DE EDUCACIÓN BÁSICA JOSÉ EMILIANO LOJANO CHILLOGALLI,ZONA 6,AZUAY,CUENCA,CUMBE,FISCAL,RURAL,8
2015-2016 Fin,01H00558,ESCUELA DE EDUCACION BASICA JOSE MARIA CAMACARO,ZONA 6,AZUAY,CUENCA,CUMBE,FISCAL,RURAL,23
2015-2016 Fin,01H00561,ESCUELA DE EDUCACION BASICA LEONCIO GALLEGOS SOLANO,ZONA 6,AZUAY,CUENCA,CHAUCHA,FISCAL,RURAL,9
2015-2016 Fin,01H00563,ESCUELA DE EDCUACION BASICA TOMAS ABAD,ZONA 6,AZUAY,CUENCA,CHAUCHA,FISCAL,RURAL,6
2015-2016 Fin,01H00564,ESCUELA DE EDUCACION BASICA CORNELIO HIDALGO CASTRO,ZONA 6,AZUAY,CUENCA,CHAUCHA,FISCAL,RURAL,42
2015-2016 Fin,01H00565,ESCUELA DE EDUCACION BASICA SAN PEDRO,ZONA 6,AZUAY,CUENCA,CHAUCHA,FISCAL,RURAL,19
2015-2016 Fin,01H00566,ESCUELA DE EDUCACION BASICA CESAR HUMBERTO AVILES BRAVO,ZONA 6,AZUAY,CUENCA,CHAUCHA,FISCAL,RURAL,11
2015-2016 Fin,01H00568,ESCUELA DE EDUCACION BASICA YUBAR POTRERO,ZONA 6,AZUAY,CUENCA,CHAUCHA,FISCAL,RURAL,8
2015-2016 Fin,01H00569,ESCUELA DE EDUCACION BASICA MARIO VICENTE GOMEZ ULLAURI,ZONA 6,AZUAY,CUENCA,CHAUCHA,FISCAL,RURAL,4
2015-2016 Fin,01H00570,ESCUELA DE EDUCACION BASICA ECUADOR AMAZONICO,ZONA 6,AZUAY,CUENCA,CHAUCHA,FISCAL,RURAL,33
2015-2016 Fin,01H00571,UNIDAD EDUCATIVA SAN GABRIEL DE CHAUCHA,ZONA 6,AZUAY,CUENCA,CHAUCHA,FISCAL,RURAL,189
2015-2016 Fin,01H00574,ESCUELA DE EDUCACION BASICA ABELARDO J  ANDRADE,ZONA 6,AZUAY,CUENCA,CHECA (JIDCAY),FISCAL,RURAL,109
2015-2016 Fin,01H00578,UNIDAD EDUCATIVA CHECA,ZONA 6,AZUAY,CUENCA,CHECA (JIDCAY),FISCAL,RURAL,513
2015-2016 Fin,01H00580,ESCUELA DE EDUCACION BASICA RAFAEL CORRAL MOSCOSO,ZONA 6,AZUAY,CUENCA,CHECA (JIDCAY),FISCAL,RURAL,63
2015-2016 Fin,01H00581,UNIDAD EDUCATIVA CHIQUINTAD,ZONA 6,AZUAY,CUENCA,CHIQUINTAD,FISCAL,RURAL,1179
2015-2016 Fin,01H00585,ESCUELA DE EDUCACION BASICA GERARDO CORDERO JARAMILLO,ZONA 6,AZUAY,CUENCA,CHIQUINTAD,FISCAL,RURAL,8
2015-2016 Fin,01H00593,ESCUELA DE EDUCACIÓN BÁSICA ROBERTO ESPINOSA,ZONA 6,AZUAY,CUENCA,CHIQUINTAD,FISCAL,RURAL,116
2015-2016 Fin,01H00594,ESCUELA DE EDUCACION BASICA GONZALO S CORDOVA,ZONA 6,AZUAY,CUENCA,LLACAO,FISCAL,RURAL,262
2015-2016 Fin,01H00595,ESCUELA DE EDUCACION BASICA XAVIER MUÑOZ CHAVEZ,ZONA 6,AZUAY,CUENCA,LLACAO,FISCAL,RURAL,54
2015-2016 Fin,01H00597,ESCUELA DE EDUCACION BASICA ENRIQUE MALO ANDRADE,ZONA 6,AZUAY,CUENCA,LLACAO,FISCAL,RURAL,356
2015-2016 Fin,01H00599,ESCUELA DE EDUCACION BASICA MANUELA MOGROVEJO,ZONA 6,AZUAY,CUENCA,LLACAO,FISCAL,RURAL,26
2015-2016 Fin,01H00604,GABRIEL ARSENIO ULLAURI,ZONA 6,AZUAY,CUENCA,LLACAO,FISCAL,RURAL,225
2015-2016 Fin,01H00605,UNIDAD EDUCATIVA MIGUEL DIAZ CUEVA,ZONA 6,AZUAY,CUENCA,LLACAO,FISCAL,RURAL,317
2015-2016 Fin,01H00606,ESCUELA DE EDUCACION BASICA JOSE MARIA PACURUCU ORTEGA,ZONA 6,AZUAY,CUENCA,LLACAO,FISCAL,RURAL,50
2015-2016 Fin,01H00607,UNIDAD EDUCATIVA PARTICULAR AMERICAN SCHOOL,ZONA 6,AZUAY,CUENCA,RICAURTE,PARTICULAR,RURAL,272
2015-2016 Fin,01H00613,ESCUELA DE EDUCACIÓN BÁSICA 13 DE JUNIO,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,18
2015-2016 Fin,01H00614,ESCUELA  DE  EDUCACION BASICA   BERTHA CABRERA PALACIOS,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,8
2015-2016 Fin,01H00616,ESCUELA DE EDUCACION BASICA  ALONSO GONZALEZ GONZALEZ,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,26
2015-2016 Fin,01H00617,ESCUELA DE EDUCACIÓN BÁSICA JUAN LEÓN MERA,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,162
2015-2016 Fin,01H00620,ESCUELA DE EDUCACION BASICA CRISTINA MARIA BRITO ROSAS,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,22
2015-2016 Fin,01H00621,UNIDAD EDUCATIVA MOLLETURO,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,171
2015-2016 Fin,01H00622,ESCUELA DE EDUCACION BASICA CINCO DE ABRIL,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,14
2015-2016 Fin,01H00625,ESCUELA DE EDUCACION BASICA PIEDAD BARCENAS BORRERO,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,10
2015-2016 Fin,01H00626,ESCUELA DE EDUCACION BASICA LUZ Y VIDA,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,39
2015-2016 Fin,01H00627,ESCUELA DE EDUCACION BASICA AIDA BEATRIZ ILLESCAS NIVELO,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,9
2015-2016 Fin,01H00629,ESCUELA DE EDUCACION BASICA TRES MARIAS,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,12
2015-2016 Fin,01H00630,UNIDAD EDUCATIVA ESTERO PIEDRAS,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,409
2015-2016 Fin,01H00634,ESCUELA DE EDUCACIÓN BÁSICA CENTRO PATUL,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,8
2015-2016 Fin,01H00635,ESCUELA DE EDUCACION BASICA 6 DE ENERO,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,7
2015-2016 Fin,01H00637,LUZ Y GUIA,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,62
2015-2016 Fin,01H00639,ESCUELA DE EDUCACIÓN BÁSICA PRESIDENTE DIEGO DE NOBOA,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,33
2015-2016 Fin,01H00640,ESCUELA DE EDUCACIÓN BÁSICA 19 DE MARZO,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,76
2015-2016 Fin,01H00644,ESCUELA DE EDUCACION BASICA 15 DE AGOSTO,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,155
2015-2016 Fin,01H00645,ESCUELA DE EDUCACION BASICA 3 DE NOVIEMBRE,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,6
2015-2016 Fin,01H00646,ESCUELA DE EDUCACION BASICA JULIO BRAVO ABAD,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,24
2015-2016 Fin,01H00647,ESCUELA DE EDUCACION BASICA 24 DE MAYO,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,91
2015-2016 Fin,01H00650,ESCUELA DE EDUCACION BASICA SANTA ANA DE LOS RIOS,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,32
2015-2016 Fin,01H00651,ESCUELA DE EDUCACION BASICA 16 DE DICIEMBRE,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,21
2015-2016 Fin,01H00652,ESCUELA DE EDUCACION BASICA ABDON CALDERON MUÑOZ,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,12
2015-2016 Fin,01H00653,ESCUELA DE EDUCACION BASICA MANUELA GARAICOA DE CALDERON,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,64
2015-2016 Fin,01H00654,ESCUELA DE EDUCACION BASICA 16 DE OCTUBRE,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,14
2015-2016 Fin,01H00655,UNIDAD EDUCATIVA ABDÓN CALDERÓN,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,674
2015-2016 Fin,01H00656,ESCUELA DE EDUCACION BASICA JESUS DEL GRAN PODER,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,207
2015-2016 Fin,01H00660,ESCUELA DE EDUCACION BASICA JOSE MARIA URBINA,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,6
2015-2016 Fin,01H00662,LUZ Y GUIA,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,375
2015-2016 Fin,01H00663,ESCUELA DE EDUCACION BASICA RAFAEL LEON SALINAS,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,21
2015-2016 Fin,01H00665,JOSE MARIA VELAZ,ZONA 6,AZUAY,CUENCA,VALLE,FISCOMISIONAL,RURAL,117
2015-2016 Fin,01H00666,ESCUELA DE EDUCACION BASICA RIO MARAÑON,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,28
2015-2016 Fin,01H00667,ESCUELA DE EDUCACION BASICA BELLA UNION,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,33
2015-2016 Fin,01H00672,ESCUELA DE EDUCACION BASICA RIO PUTUCAY,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,47
2015-2016 Fin,01H00673,ESCUELA DE EDUCACION BASICA REINO DE QUITO,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,23
2015-2016 Fin,01H00674,ESCUELA DE EDUCACION BASICA SANTA CRUZ,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,15
2015-2016 Fin,01H00677,ESCUELA DE EDUCACION BASICA VICENTE MORENO MORA,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,20
2015-2016 Fin,01H00678,ESCUELA DE EDUCACION BASICA 29 DE JUNIO,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,102
2015-2016 Fin,01H00679,ESCUELA DE EDUCACION BASICA 19 DE MARZO DE SAN JOSE DE GUARUMAL,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,12
2015-2016 Fin,01H00681,ESCUELA DE EDUCACIÓN BÁSICA MANUEL SEBASTIÁN VANEGAS PACHECO,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,89
2015-2016 Fin,01H00682,ESCUELA DE EDUCACIÓN BÁSICA VICENTE ESCANDÓN ASTUDILLO,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,9
2015-2016 Fin,01H00685,ESCUELA DE EDUCACIÓN BÁSICA ARTURO VANEGAS PACHECO,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,52
